review,rating,date,bank_name,source,sentiment_score,sentiment_label
ممتاز,5,2024-10-23,Commercial Bank of Ethiopia,Google Play,0.0,neutral
just nice,5,2024-10-23,Commercial Bank of Ethiopia,Google Play,0.4215,positive
ፒን ቁጥር ካስገባሁ በኋላ የሚመጣው ስከሪን ተቀማጭ ባላነሴን አያሳይም!,1,2024-10-23,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good app,5,2024-10-22,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Amazing for saving time,5,2024-10-22,Commercial Bank of Ethiopia,Google Play,0.5859,positive
ممتاز جدا,5,2024-10-22,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good,5,2024-10-22,Commercial Bank of Ethiopia,Google Play,0.4404,positive
"The best mobile banking in the world. I love it, thank you!!!! But try to have more servers, sometimes it is busy.",4,2024-10-21,Commercial Bank of Ethiopia,Google Play,0.7974,positive
Fast,5,2024-10-21,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Excellent,5,2024-10-21,Commercial Bank of Ethiopia,Google Play,0.5719,positive
Nice service,5,2024-10-21,Commercial Bank of Ethiopia,Google Play,0.4215,positive
New Technology,5,2024-10-21,Commercial Bank of Ethiopia,Google Play,0.0,neutral
bast mobile banking in Ethiopia,2,2024-10-20,Commercial Bank of Ethiopia,Google Play,0.0,neutral
its so good app,5,2024-10-20,Commercial Bank of Ethiopia,Google Play,0.4927,positive
Good,5,2024-10-20,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Nasri.huseen,5,2024-10-19,Commercial Bank of Ethiopia,Google Play,0.0,neutral
App is not working,1,2024-10-19,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Very good for transaction,5,2024-10-19,Commercial Bank of Ethiopia,Google Play,0.4927,positive
Good app,5,2024-10-19,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Best,5,2024-10-19,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Baayyee gaariidha,5,2024-10-19,Commercial Bank of Ethiopia,Google Play,0.0,neutral
ጥሩ ነው በዚሁ ቀጥሉበት።,2,2024-10-19,Commercial Bank of Ethiopia,Google Play,0.0,neutral
This good mobile banking app ever used but it says this device is rooted. You cannot run this app on this device,1,2024-10-18,Commercial Bank of Ethiopia,Google Play,0.2382,positive
Nice,5,2024-10-18,Commercial Bank of Ethiopia,Google Play,0.4215,positive
try to update it,1,2024-10-18,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"Fantastic, It has supersonic speed.",5,2024-10-18,Commercial Bank of Ethiopia,Google Play,0.5574,positive
Beast,5,2024-10-18,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Nice &simple app,4,2024-10-18,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Very good,5,2024-10-18,Commercial Bank of Ethiopia,Google Play,0.4927,positive
Best app,5,2024-10-17,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Good,5,2024-10-17,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Such a great app😘,5,2024-10-16,Commercial Bank of Ethiopia,Google Play,0.7845,positive
"It is a service that is not expected from such a large institution. I saw that your work is very complicated. The user does not understand well your application. In general, you have many problems. This application is not convenient for the end user. For instance I can't access my account from abroad what I depsited amount and transfer from my account to any any one .It is a shame.",1,2024-10-16,Commercial Bank of Ethiopia,Google Play,-0.7659,negative
20 year,5,2024-10-16,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"Cannot access with no reason,",1,2024-10-16,Commercial Bank of Ethiopia,Google Play,0.2235,positive
Abdullaxif sherashid,5,2024-10-15,Commercial Bank of Ethiopia,Google Play,0.0,neutral
use full,5,2024-10-15,Commercial Bank of Ethiopia,Google Play,0.0,neutral
very good,5,2024-10-15,Commercial Bank of Ethiopia,Google Play,0.4927,positive
"I like the app, easy to use, if possible please add some more features like calculator. Simply add one more icon with calculator function, so the users can easily do some calculation without closing the app.",4,2024-10-15,Commercial Bank of Ethiopia,Google Play,0.8974,positive
It was good because of its wide area usage possibility but has so many problem with transaction daily information and availability duration,3,2024-10-15,Commercial Bank of Ethiopia,Google Play,-0.462,negative
Wow👌,5,2024-10-15,Commercial Bank of Ethiopia,Google Play,0.873,positive
easy to use,5,2024-10-15,Commercial Bank of Ethiopia,Google Play,0.4404,positive
It is good,4,2024-10-15,Commercial Bank of Ethiopia,Google Play,0.4404,positive
👍🏽,5,2024-10-14,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"It's not secure enough,you don't have biometric option",1,2024-10-14,Commercial Bank of Ethiopia,Google Play,-0.2584,negative
great,5,2024-10-14,Commercial Bank of Ethiopia,Google Play,0.6249,positive
@12ahme afar,5,2024-10-14,Commercial Bank of Ethiopia,Google Play,0.0,neutral
-The app only shows a limited record amount of transaction (20) - it crashes again and again,1,2024-10-14,Commercial Bank of Ethiopia,Google Play,-0.2263,negative
I need money,3,2024-10-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
HAYlDER A/ZiABAA,5,2024-10-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
That was good app😍,5,2024-10-13,Commercial Bank of Ethiopia,Google Play,0.7096,positive
"Fast and easy to use, simple app at all!👌",4,2024-10-13,Commercial Bank of Ethiopia,Google Play,0.8528,positive
Best application ever,5,2024-10-13,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Cod,5,2024-10-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
It is an amazing App I like its features,5,2024-10-13,Commercial Bank of Ethiopia,Google Play,0.743,positive
"Please bring back the reason of transfer/reference format on the receipt. Pls pls, for those of us who have multiple transactions,it's very important to trace the receipts by looking at the references.",3,2024-10-13,Commercial Bank of Ethiopia,Google Play,0.6115,positive
Commercial Date,5,2024-10-12,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"No have all monthly statement,",2,2024-10-12,Commercial Bank of Ethiopia,Google Play,-0.296,negative
good,5,2024-10-12,Commercial Bank of Ethiopia,Google Play,0.4404,positive
I love this app it is fast and suitable for use.,5,2024-10-11,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Wow Ethio Tele 🤯🤣🤣🤣🤣,3,2024-10-11,Commercial Bank of Ethiopia,Google Play,0.9485,positive
I find this app user friendly and reliable.,5,2024-10-11,Commercial Bank of Ethiopia,Google Play,0.4939,positive
"It's good ,but in the history list, it doesn't show a reason for transactions.",4,2024-10-11,Commercial Bank of Ethiopia,Google Play,0.2382,positive
"This app is not set up for diaspora users. It works fine until you needed a new verification code, or you change your cell phone and try to use the app on the new phone. You will not be able to get the verification key that it is asking for just for changing your phone. It requires you to go the nearest branch to get the verification key. For me this will be travelling to Ethiopia from USA just to get this code. Even my sister - a joint aact holder & has my Power of Attorney, could not help me.",1,2024-10-11,Commercial Bank of Ethiopia,Google Play,-0.1174,negative
Which is very important!,5,2024-10-10,Commercial Bank of Ethiopia,Google Play,0.3367,positive
please send me your details please,5,2024-10-10,Commercial Bank of Ethiopia,Google Play,0.5574,positive
Good job,5,2024-10-10,Commercial Bank of Ethiopia,Google Play,0.4404,positive
No one like cbe,5,2024-10-09,Commercial Bank of Ethiopia,Google Play,-0.5122,negative
Good,5,2024-10-09,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Its good for digital marketing,5,2024-10-09,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Superexcellent,5,2024-10-08,Commercial Bank of Ethiopia,Google Play,0.0,neutral
No word,5,2024-10-07,Commercial Bank of Ethiopia,Google Play,-0.296,negative
Nice app,5,2024-10-07,Commercial Bank of Ethiopia,Google Play,0.4215,positive
too nice app my time savaing,5,2024-10-07,Commercial Bank of Ethiopia,Google Play,0.4215,positive
This app is so strong💪,2,2024-10-07,Commercial Bank of Ethiopia,Google Play,0.6418,positive
Useless,1,2024-10-07,Commercial Bank of Ethiopia,Google Play,-0.4215,negative
ይህ አፕሊኬሽን ብዙ አገልግሎት እየሰጠ ይገኛል ሆኖም በየጊዜው አዳዲስ አሰራሮችን ከማደስ አንፃር ሲታይ ይቀረዋል አሁን ላይ ሂሳብ አያሳየኝም ምን ላድርግ,5,2024-10-06,Commercial Bank of Ethiopia,Google Play,0.0,neutral
100 %,5,2024-10-06,Commercial Bank of Ethiopia,Google Play,0.0,neutral
good,5,2024-10-06,Commercial Bank of Ethiopia,Google Play,0.4404,positive
One of the best banking apps.,5,2024-10-06,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Unexpected apps becouse this is bad unfortunately error,1,2024-10-06,Commercial Bank of Ethiopia,Google Play,-0.8225,negative
One of the fastest app ever used.,5,2024-10-06,Commercial Bank of Ethiopia,Google Play,0.0,neutral
My best bank,5,2024-10-05,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Your app is so amazing,5,2024-10-05,Commercial Bank of Ethiopia,Google Play,0.7065,positive
Very good 👍,5,2024-10-05,Commercial Bank of Ethiopia,Google Play,0.4927,positive
በጣምጠሩ,5,2024-10-05,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Discount service fee,2,2024-10-05,Commercial Bank of Ethiopia,Google Play,0.0,neutral
My choice bank Comertial bank of Ethiopia,5,2024-10-05,Commercial Bank of Ethiopia,Google Play,0.0,neutral
This app is very active and past,5,2024-10-04,Commercial Bank of Ethiopia,Google Play,0.4576,positive
Good,2,2024-10-04,Commercial Bank of Ethiopia,Google Play,0.4404,positive
CBE is a great way to use it.,4,2024-10-04,Commercial Bank of Ethiopia,Google Play,0.6249,positive
The app very nice but it stuck by now. What is the reason?,5,2024-10-04,Commercial Bank of Ethiopia,Google Play,-0.1163,negative
"It's reliable, fast,and easy to use",5,2024-10-04,Commercial Bank of Ethiopia,Google Play,0.4404,positive
The app is okay!,5,2024-10-04,Commercial Bank of Ethiopia,Google Play,0.2942,positive
There is problem on application to transfer money and adjust please.,3,2024-10-04,Commercial Bank of Ethiopia,Google Play,-0.1027,negative
It make my life easy my time my energey,5,2024-10-04,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Am happy for the service,4,2024-10-03,Commercial Bank of Ethiopia,Google Play,0.5719,positive
Good application commercial bank of Ethiopia,5,2024-10-03,Commercial Bank of Ethiopia,Google Play,0.4404,positive
It is my best apps ever. Thank you CBE!,5,2024-10-03,Commercial Bank of Ethiopia,Google Play,0.7901,positive
Its very good application specialy with 4G Network Conection. However The Service Payment is Expensive. Do It Please Justified With Our Economy Label,3,2024-10-03,Commercial Bank of Ethiopia,Google Play,0.8016,positive
App is not working for days now.,1,2024-10-03,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Tnx for the team,5,2024-10-02,Commercial Bank of Ethiopia,Google Play,0.2732,positive
Interesting application any updates should have to included timely,5,2024-10-02,Commercial Bank of Ethiopia,Google Play,0.4019,positive
Good app,5,2024-10-01,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Fantastic app,5,2024-10-01,Commercial Bank of Ethiopia,Google Play,0.5574,positive
Good,5,2024-10-01,Commercial Bank of Ethiopia,Google Play,0.4404,positive
"Excellent appn that is easy to use it, the bank we trust and rely CBE. Thank you Abdi Farah",5,2024-10-01,Commercial Bank of Ethiopia,Google Play,0.9081,positive
Bank,5,2024-09-30,Commercial Bank of Ethiopia,Google Play,0.0,neutral
takies,5,2024-09-30,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Maashoo.abduuroo,5,2024-09-30,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Double PIN request is extremely worthful. Keep working on security. I rate *****.,5,2024-09-30,Commercial Bank of Ethiopia,Google Play,0.34,positive
IAM satisfied for the application.,5,2024-09-30,Commercial Bank of Ethiopia,Google Play,0.4215,positive
ok,5,2024-09-30,Commercial Bank of Ethiopia,Google Play,0.296,positive
Nice,1,2024-09-30,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Nice app,5,2024-09-29,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Good,1,2024-09-29,Commercial Bank of Ethiopia,Google Play,0.4404,positive
It is excelent,5,2024-09-29,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Exlence service,5,2024-09-28,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"The increase in the amount of the Daily Exchange should be increased to 6,000,000 ETB instead of 600,000 ETB.",4,2024-09-28,Commercial Bank of Ethiopia,Google Play,0.5267,positive
aags hshja,1,2024-09-28,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good,5,2024-09-28,Commercial Bank of Ethiopia,Google Play,0.4404,positive
It's the best appks,5,2024-09-28,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Fast and Easy to Use. By far the best mobile banking application in 🇪🇹,5,2024-09-27,Commercial Bank of Ethiopia,Google Play,0.7964,positive
Excllent app,5,2024-09-27,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good,5,2024-09-27,Commercial Bank of Ethiopia,Google Play,0.4404,positive
It's time consuming up for using electronic money every were,5,2024-09-27,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Very special app,1,2024-09-27,Commercial Bank of Ethiopia,Google Play,0.4576,positive
Best,1,2024-09-27,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Good,5,2024-09-26,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Like,5,2024-09-26,Commercial Bank of Ethiopia,Google Play,0.3612,positive
It's esay and very fast to use and sync.,5,2024-09-26,Commercial Bank of Ethiopia,Google Play,0.0,neutral
This app sometimes 🛑,1,2024-09-26,Commercial Bank of Ethiopia,Google Play,-0.296,negative
Verification code website,5,2024-09-26,Commercial Bank of Ethiopia,Google Play,0.0,neutral
I loved it,5,2024-09-26,Commercial Bank of Ethiopia,Google Play,0.5994,positive
The best way..i like it#1👍,5,2024-09-26,Commercial Bank of Ethiopia,Google Play,0.7717,positive
😁,5,2024-09-26,Commercial Bank of Ethiopia,Google Play,0.4588,positive
I like it but can bring for us to link with PayPal please,5,2024-09-26,Commercial Bank of Ethiopia,Google Play,0.5719,positive
please add the fingerprint security. All most the app is very good app.,5,2024-09-26,Commercial Bank of Ethiopia,Google Play,0.7841,positive
Best appk,5,2024-09-26,Commercial Bank of Ethiopia,Google Play,0.6369,positive
I have been using this app for log time since It come to existence and its its marvelous app and usually enjoy its function and simplicity. I know pay everything with this app and make my transaction all by this app. Great Job by CBE.,4,2024-09-25,Commercial Bank of Ethiopia,Google Play,0.8957,positive
It's good but it must add some especial item like statement or transaction list place,5,2024-09-25,Commercial Bank of Ethiopia,Google Play,0.6369,positive
This best app,5,2024-09-25,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Ok,5,2024-09-25,Commercial Bank of Ethiopia,Google Play,0.296,positive
Good job,4,2024-09-25,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Good,5,2024-09-25,Commercial Bank of Ethiopia,Google Play,0.4404,positive
fast and easy,5,2024-09-25,Commercial Bank of Ethiopia,Google Play,0.4404,positive
trust to use,5,2024-09-25,Commercial Bank of Ethiopia,Google Play,0.5106,positive
It the bast app in mobile money to trasfer to receive payment use it !,5,2024-09-25,Commercial Bank of Ethiopia,Google Play,0.0,neutral
It is an interesting app,3,2024-09-24,Commercial Bank of Ethiopia,Google Play,0.4019,positive
not working well,1,2024-09-24,Commercial Bank of Ethiopia,Google Play,-0.2057,negative
I like it.,5,2024-09-24,Commercial Bank of Ethiopia,Google Play,0.3612,positive
Good,5,2024-09-24,Commercial Bank of Ethiopia,Google Play,0.4404,positive
oromosikorkreshn,5,2024-09-23,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Best,5,2024-09-23,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Its eassy to use,5,2024-09-23,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"It is very, for more experience please upgrade it",5,2024-09-23,Commercial Bank of Ethiopia,Google Play,0.3774,positive
failed to give receipt or confirm payment,2,2024-09-23,Commercial Bank of Ethiopia,Google Play,-0.5106,negative
The best,5,2024-09-23,Commercial Bank of Ethiopia,Google Play,0.6369,positive
"Faster and convertible,,,,,CBE App👍👍",5,2024-09-23,Commercial Bank of Ethiopia,Google Play,0.0,neutral
አብዛውን ጊዜ ያስቸግራል,5,2024-09-23,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Remzi,1,2024-09-22,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Best app 🤙,5,2024-09-22,Commercial Bank of Ethiopia,Google Play,0.8126,positive
Best,5,2024-09-21,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Sulxan nuree muhammad godinaa harargee lixaa anaa buqa dhintuu zone,5,2024-09-21,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Yes we can,3,2024-09-21,Commercial Bank of Ethiopia,Google Play,0.4019,positive
Good job,4,2024-09-21,Commercial Bank of Ethiopia,Google Play,0.4404,positive
best,5,2024-09-21,Commercial Bank of Ethiopia,Google Play,0.6369,positive
At g CA,5,2024-09-20,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Best,5,2024-09-20,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Nice,5,2024-09-20,Commercial Bank of Ethiopia,Google Play,0.4215,positive
𝙼𝚒𝚔𝚒,5,2024-09-20,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Fast,5,2024-09-20,Commercial Bank of Ethiopia,Google Play,0.0,neutral
nice,5,2024-09-20,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Abdurahman Abdalkarim,1,2024-09-19,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good,5,2024-09-19,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Very good,5,2024-09-19,Commercial Bank of Ethiopia,Google Play,0.4927,positive
Amazing app,5,2024-09-19,Commercial Bank of Ethiopia,Google Play,0.5859,positive
Best app,5,2024-09-19,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Has not show recent exact information. Some transactions are included and others excluded. Bad experiance. Always I got in truble by thinking the correct balance.,1,2024-09-19,Commercial Bank of Ethiopia,Google Play,-0.7096,negative
Best,5,2024-09-18,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Taju Mohammed Belda,5,2024-09-18,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Very bad application not working properly every time,1,2024-09-18,Commercial Bank of Ethiopia,Google Play,-0.5849,negative
It's safe ever,5,2024-09-18,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Jira yesus,5,2024-09-18,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"It's ask me update then i was going to my branch they updated my mobile banking but still not working!""",1,2024-09-18,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good 👍,5,2024-09-17,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Nice mobile banking,5,2024-09-17,Commercial Bank of Ethiopia,Google Play,0.4215,positive
It ask KYC for the 3rd time in one moths what wrong with your system. If this thing keep going most of your customers start using other banks including My family and friends.,1,2024-09-17,Commercial Bank of Ethiopia,Google Play,0.0,neutral
09mikaa.il,1,2024-09-17,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Ok,5,2024-09-16,Commercial Bank of Ethiopia,Google Play,0.296,positive
Best,5,2024-09-16,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Good,5,2024-09-16,Commercial Bank of Ethiopia,Google Play,0.4404,positive
It's true and is my favorite Banks,5,2024-09-16,Commercial Bank of Ethiopia,Google Play,0.7003,positive
Experience,5,2024-09-16,Commercial Bank of Ethiopia,Google Play,0.0,neutral
It is great app,5,2024-09-16,Commercial Bank of Ethiopia,Google Play,0.6249,positive
This service is qulity and very easy to use by any place any time also i could have save my time. Just i can say fantastic.,5,2024-09-16,Commercial Bank of Ethiopia,Google Play,0.8748,positive
"How can I trust a bank that doesn't have a cyber crime reporting mechanism. I recently traveled out of the country. After a week I got a text message stating that more than 1000bir withdrawn from my account without my knowledge. When I tried to download the receipt, it doesn't even work. I only know it was transfered to a Wegagen bank account via a POS machine. Please be carefull and take a lesson from me. 😡😡😡",1,2024-09-16,Commercial Bank of Ethiopia,Google Play,0.2732,positive
Very nice work,5,2024-09-15,Commercial Bank of Ethiopia,Google Play,0.4754,positive
Good,5,2024-09-15,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Finance manager,5,2024-09-15,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Very good simple and easy app thank you very much Ethiopian commercial Bank 👍👍 🏧,5,2024-09-15,Commercial Bank of Ethiopia,Google Play,0.8221,positive
"it is good app . but i had some essue's lately, they app don't show Transaction history properly in order of date of withdrawal . You should fix that in the next Update.",3,2024-09-14,Commercial Bank of Ethiopia,Google Play,0.2732,positive
It is great and fast app to transfer money,5,2024-09-14,Commercial Bank of Ethiopia,Google Play,0.6249,positive
Ok,4,2024-09-14,Commercial Bank of Ethiopia,Google Play,0.296,positive
Good,5,2024-09-14,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Best up Ever.,5,2024-09-14,Commercial Bank of Ethiopia,Google Play,0.6369,positive
"Error free, user friendly best app🙏",4,2024-09-14,Commercial Bank of Ethiopia,Google Play,0.8402,positive
Thank you,5,2024-09-13,Commercial Bank of Ethiopia,Google Play,0.3612,positive
As,5,2024-09-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Mameameni,5,2024-09-12,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"I really like this app as it is being updated from time to time and includes multiple payment options. In particular, giving a receipt makes it even more preferable. However, when it is refreshed, it does not show the history of credit and deposit in order and, I am of the opinion that it is better if the recent history is fixed respectively according to the transaction date in the future because there is a problem of confusion.",3,2024-09-12,Commercial Bank of Ethiopia,Google Play,0.8016,positive
G ghost,5,2024-09-12,Commercial Bank of Ethiopia,Google Play,-0.3182,negative
This application is very nice mobile banking agent and various transactions can be used download and use,4,2024-09-12,Commercial Bank of Ethiopia,Google Play,0.4754,positive
Way to go!,5,2024-09-12,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Wow,5,2024-09-12,Commercial Bank of Ethiopia,Google Play,0.5859,positive
If there was a lesser rating I'd have given it to this app! What's with all this service charges? With the amount they're charging for everything I'm afraid we'll be paying to even look in their direction.,1,2024-09-12,Commercial Bank of Ethiopia,Google Play,-0.3382,negative
I hate apps and all management of cbe,1,2024-09-12,Commercial Bank of Ethiopia,Google Play,-0.5719,negative
its ok,5,2024-09-11,Commercial Bank of Ethiopia,Google Play,0.296,positive
The fast and easy to use app there is nothing to deny aboutt that... but it has a serious issue on showing transaction history like if i send or receive money i ll find the transaction history after a day. When the sms message is not working at some days the issue get worse like we dont have an idea how much money we have received. I dont this this issue is hard to fix for you hope you will fix it on the next update....the app deserve 4stars tbh but i just want you to see this seriously thankyou,1,2024-09-11,Commercial Bank of Ethiopia,Google Play,0.6961,positive
Updet every time,5,2024-09-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"When I enter values in the Amount and Remark fields and click the Continue button, I encounter an error. However, the transaction still deducts the specified amount. It is essential to test this error handling functionality.",4,2024-09-11,Commercial Bank of Ethiopia,Google Play,-0.481,negative
Tilahun Getachew,5,2024-09-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
backward banking app,2,2024-09-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"What a trash app! Trash! Trash! Trash! Whenever you want to use the app after once you uninstall it, or receive it from someone else, it will ask you for a new verification. Again, after you clear the cache and data, you will be required to ask a verification code from the nearby bank physically too! What a shame! Never use this app! Your account pass code is unsecure in this app. STOP using this app! I Do!",1,2024-09-10,Commercial Bank of Ethiopia,Google Play,-0.6487,negative
Satisfactory,5,2024-09-10,Commercial Bank of Ethiopia,Google Play,0.3612,positive
ok,5,2024-09-10,Commercial Bank of Ethiopia,Google Play,0.296,positive
Not working out of Ethiopia this week mine is,1,2024-09-10,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good app,5,2024-09-10,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Easy and safe to use,3,2024-09-10,Commercial Bank of Ethiopia,Google Play,0.7003,positive
I was looking for this application and finally succeeded. It's wonderful application to receive and send money with the speed of light. Thank you so much CBE. I wish you all CBE staffs happy new year. May this year be the year of peace and prosperity for all and everyone. HAPPY ETHIOPIAN NEW YEAR!!! #2017 E.C.🐦,5,2024-09-09,Commercial Bank of Ethiopia,Google Play,0.9756,positive
Good,5,2024-09-09,Commercial Bank of Ethiopia,Google Play,0.4404,positive
this app is very good app,5,2024-09-09,Commercial Bank of Ethiopia,Google Play,0.4927,positive
The app only shows 25 transaction. The most frustrating it ever. Other banks gives you months of transactions ans statement. What a joke,1,2024-09-09,Commercial Bank of Ethiopia,Google Play,-0.2484,negative
"it's not best like abyssinya mobile bank. This not show the transaction and didn't get notification , SMS text.",3,2024-09-09,Commercial Bank of Ethiopia,Google Play,-0.6681,negative
Easy to use and private.,5,2024-09-09,Commercial Bank of Ethiopia,Google Play,0.4404,positive
አዋሽ,1,2024-09-08,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"please fix the recent transaction page, it's not showing recent transactions",4,2024-09-08,Commercial Bank of Ethiopia,Google Play,0.3182,positive
Wow 👌 great 👍,5,2024-09-08,Commercial Bank of Ethiopia,Google Play,0.9329,positive
Why can't we transfer funds directly to another's person telebirr wallet,5,2024-09-08,Commercial Bank of Ethiopia,Google Play,0.0,neutral
this app is so smart,5,2024-09-08,Commercial Bank of Ethiopia,Google Play,0.541,positive
Nice,5,2024-09-08,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Wowe,5,2024-09-07,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Our best app,5,2024-09-07,Commercial Bank of Ethiopia,Google Play,0.6369,positive
It is a good app overall but you need to improve some features like the recent transactions section which doesn't accurately show recent transactions.,3,2024-09-07,Commercial Bank of Ethiopia,Google Play,0.8422,positive
"It need some listed improvements below. 1. Try to desplay at lst one month transaction 2. Try to solve weekend transaction display error 3. ""Failed"" message after few processing",3,2024-09-07,Commercial Bank of Ethiopia,Google Play,-0.4404,negative
Very easy and interesting,5,2024-09-07,Commercial Bank of Ethiopia,Google Play,0.7316,positive
Excellent app,5,2024-09-07,Commercial Bank of Ethiopia,Google Play,0.5719,positive
Good,5,2024-09-07,Commercial Bank of Ethiopia,Google Play,0.4404,positive
It's the worst! I just transfer from my cbe account in to my tele birr account for urgent case but unfortunately it holds. And there customer service workers told me it will be returned in to my cbe account after 3 or 5 working days if its not credited in to my telebirr account. How's that working? This bank is a pioneer in from the country. It's really annoying this happens for second time. Please amend your network services. Am totally annoyed by cbe.,1,2024-09-07,Commercial Bank of Ethiopia,Google Play,-0.9199,negative
Best,5,2024-09-07,Commercial Bank of Ethiopia,Google Play,0.6369,positive
🄾7🄰.,4,2024-09-07,Commercial Bank of Ethiopia,Google Play,0.0,neutral
I loved digital bankink(Internet banking of CBE),5,2024-09-07,Commercial Bank of Ethiopia,Google Play,0.5994,positive
Ilike it,5,2024-09-07,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good application to use especially it helps me while I buy and sell goods. Thanks,1,2024-09-07,Commercial Bank of Ethiopia,Google Play,0.8261,positive
It is very friendly and easy to use.,5,2024-09-06,Commercial Bank of Ethiopia,Google Play,0.7688,positive
good,5,2024-09-06,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Good,5,2024-09-06,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Transaction problems 😔,1,2024-09-06,Commercial Bank of Ethiopia,Google Play,-0.34,negative
User friendly application.,5,2024-09-06,Commercial Bank of Ethiopia,Google Play,0.4939,positive
vgood,5,2024-09-05,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"I have never such a disgusting app in my life , i swear it doesn't even work properly",1,2024-09-05,Commercial Bank of Ethiopia,Google Play,0.3769,positive
Wow app,5,2024-09-05,Commercial Bank of Ethiopia,Google Play,0.5859,positive
Obsaa.Abdallaa,1,2024-09-05,Commercial Bank of Ethiopia,Google Play,0.0,neutral
