review_text,rating,date,bank_name,source
good,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
Since last week this app has started not working. It simply log in without network but can't sync. Please fix it.,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
Good app,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
amazing👌🫶🙏,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
What an absolutely terrible update. No screenshots and you still have this stupid restriction on developer options. WHAT ABOUT THOSE OF US WHO ARE ACTUALLY DEVELOPERS!!!!!! At this point telebirr just wins the game 100%. CBE. Do. Better!,1,2025-03-21,Commercial Bank of Ethiopia,Google Play
Wow its my in,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
In the lasted update you removed the capability to screenshot transactions.,3,2025-03-21,Commercial Bank of Ethiopia,Google Play
how do you disable screenshots on a banking app you are very unserious people,1,2025-03-21,Commercial Bank of Ethiopia,Google Play
no screenshot and biometrics on this version wtfk?,3,2025-03-21,Commercial Bank of Ethiopia,Google Play
very good,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
"Not Good, too lame to use",1,2025-03-21,Commercial Bank of Ethiopia,Google Play
ረዘም ላለ ግዜ እየተጠቀምኩት ነው ይህን መተግበሪያ ጥሩ ነው ነገር ግን አንዳንድ ችግሮች አሉበት 1ኛ የከፈልኩበትን ደረሰኝ በግዜው ከልወሰድኩ ከሰላሳ ትራንዛክሽን በኅላ መልሼ ከዚህ በፊት የተገበያየውበትን ማግኘት አልችልም ልክ እንደ ሌሎች ባንኮች ምሳሌ (አቢሲኒያ አዋሽ..) ሌላው ብር ለመላክ አስቤ እልካለው ግን አካውንቴ ላይ ለተወሰነ ደቂቃ ከአካውንት ሰይቀንስ ይቆይና ያልገባ መስሎኝ ድጋሜ እልካለው ሁለት ግዜ ሰው ጋ ይገባና ሌላ ችግር ውስጥ መግባት ይህኛው በጣም ትኩረት ሊሰጠው የሚገባ ጉዳይ ነው ሌሎችንም ስህተቶችን ማንሳት ይቻላል ዋናውን ላንሳ ብዬ ነው እንጂ developerሮች በርቱ በየ ግዜው የሚሰጣችሁን feedback ተቀበሉ አሻሽሉት,3,2025-03-20,Commercial Bank of Ethiopia,Google Play
CBE app is great,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
zaku,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
its good and saving time,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
"this new update(Mar 19,2025) is great in fixing bugs, stability and smooth experience I'll give u that but it came with a big shortcoming which is not allowing to take screenshot. I can't screenshot neither my balance nor the transaction or anything within the app, i understand it's for security reasons but please bring that back, allow us to take screenshot we need that. Thanks.",4,2025-03-20,Commercial Bank of Ethiopia,Google Play
"what went wrong, I couldn't take a screenshot.",3,2025-03-20,Commercial Bank of Ethiopia,Google Play
full,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
ok,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
App is crushing recently. Please update.,4,2025-03-20,Commercial Bank of Ethiopia,Google Play
It is good but why screenshot is forbidden,4,2025-03-20,Commercial Bank of Ethiopia,Google Play
Taking away the screenshot of the receipt is just silly. Worse is tbe download button putting a copy of the screenshot - which you prevented to be taken - in tbe downloads folder where we cant attach directly from Whatsapp. Millions of people use the screenshot as proof of payment / transfer yet you make that harder for everyone? I have every user contacts the developer or manager who made this awful decision.,1,2025-03-20,Commercial Bank of Ethiopia,Google Play
very good app,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
best,5,2025-03-19,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-19,Commercial Bank of Ethiopia,Google Play
New update version 5.0.9 keeps crashing it needs maintenance,3,2025-03-19,Commercial Bank of Ethiopia,Google Play
the update is unneeded,1,2025-03-19,Commercial Bank of Ethiopia,Google Play
Reliable bank,5,2025-03-19,Commercial Bank of Ethiopia,Google Play
as if the update of march 19 i can't take a screenshot in the app. i can just save it as file and that is so annoying. i used to save all screenshot in my gallery in one folder now with the extra steps added i have to save the file go to file and then screenshot it. the solution is to allow the screenshot to be save in to gallery automatically. i wish you give this review attention and resolve the issue shortly.,2,2025-03-19,Commercial Bank of Ethiopia,Google Play
it is good app but when I make inter bank transaction It can't display The receiver account number and name of receiver and also receiver bank,4,2025-03-19,Commercial Bank of Ethiopia,Google Play
ጥሩነዉ።,5,2025-03-19,Commercial Bank of Ethiopia,Google Play
perfect app,5,2025-03-19,Commercial Bank of Ethiopia,Google Play
It was nice but now it dose not opened the transactions,5,2025-03-18,Commercial Bank of Ethiopia,Google Play
it's great,5,2025-03-18,Commercial Bank of Ethiopia,Google Play
Good,4,2025-03-18,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-18,Commercial Bank of Ethiopia,Google Play
ኧረ ውረድ,5,2025-03-18,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-17,Commercial Bank of Ethiopia,Google Play
simple to use,5,2025-03-17,Commercial Bank of Ethiopia,Google Play
The apps is good to use,5,2025-03-17,Commercial Bank of Ethiopia,Google Play
It's best app but Please add(included) payment of water bill,4,2025-03-17,Commercial Bank of Ethiopia,Google Play
the app has a bug and it keeps crashing 😑 please provide an update and fix the issue thank you....,3,2025-03-17,Commercial Bank of Ethiopia,Google Play
This is my favorite App,5,2025-03-17,Commercial Bank of Ethiopia,Google Play
CBE i like,5,2025-03-16,Commercial Bank of Ethiopia,Google Play
1.we can't get mobile Token on CBE App or any other online. This is need to improve 2.internet banking is always say authenticate error after some weeks this is need to improve.,4,2025-03-16,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-15,Commercial Bank of Ethiopia,Google Play
excellent app for account transaction specially for bussiness customers and a good method to pay bills and different personal payment.,5,2025-03-15,Commercial Bank of Ethiopia,Google Play
የሚገርም አፕ ተመችቶኛል 🙏❤,5,2025-03-14,Commercial Bank of Ethiopia,Google Play
Wow,5,2025-03-14,Commercial Bank of Ethiopia,Google Play
"The app has brought a new problem. When i open the app, it closes itself then i have to open it again. Please fix this issue if it's your problem",3,2025-03-14,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-14,Commercial Bank of Ethiopia,Google Play
በጣም ጥሩ አፕልኬሽን ነው,2,2025-03-14,Commercial Bank of Ethiopia,Google Play
"In my view, I can't give any conclusion because it's the starting of an online banking in my country. However, the commercial bank of ethiopia must rebuild this app and also need to make more access to changing the system. Keep continuing ethiopia 🇪🇹 🇪🇹🇪🇹🇪🇹",5,2025-03-14,Commercial Bank of Ethiopia,Google Play
Very attractive and user-friendly,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
Good apps,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
My special app and my proud bank of Ethiopia.,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
The app need update it always crash,1,2025-03-13,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
It is very comfortable and simple to use!!! But whay standing order is not work?,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
"One of the best apps I have used ,",5,2025-03-13,Commercial Bank of Ethiopia,Google Play
Asela,1,2025-03-13,Commercial Bank of Ethiopia,Google Play
I am appreciate this app,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
Wow,5,2025-03-12,Commercial Bank of Ethiopia,Google Play
Excellent app,5,2025-03-12,Commercial Bank of Ethiopia,Google Play
I'm very happy using this app. Thanks to developers.,5,2025-03-12,Commercial Bank of Ethiopia,Google Play
CBE birr app is my best choice.,5,2025-03-12,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-12,Commercial Bank of Ethiopia,Google Play
Exceptional/incredible,5,2025-03-12,Commercial Bank of Ethiopia,Google Play
CBE,5,2025-03-11,Commercial Bank of Ethiopia,Google Play
Joyful app,5,2025-03-11,Commercial Bank of Ethiopia,Google Play
Unstatisfied with the new update keeps crashing every now and then and even though i haven't reached the max txn per day still refuses to transfer...probably going to change my bank if it's not fixed asap,1,2025-03-10,Commercial Bank of Ethiopia,Google Play
Good app,3,2025-03-10,Commercial Bank of Ethiopia,Google Play
It is one of the disappointed Bank you don't suppose to include Ethiopian on your name you don't deserve it.,1,2025-03-10,Commercial Bank of Ethiopia,Google Play
Simple and easy to use,5,2025-03-10,Commercial Bank of Ethiopia,Google Play
it's not good app,5,2025-03-10,Commercial Bank of Ethiopia,Google Play
"I have been using CBE App for long, but recently it has started crashing repeatedly and even my phone is reporting that the app has bugs and tells me to wait the developer to fix these bugs.",1,2025-03-09,Commercial Bank of Ethiopia,Google Play
The great app CBE,5,2025-03-09,Commercial Bank of Ethiopia,Google Play
Why it asks me Update repeatedly as soon as I download it !!,1,2025-03-09,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-08,Commercial Bank of Ethiopia,Google Play
Commercial Bnk Rate this,5,2025-03-08,Commercial Bank of Ethiopia,Google Play
ዋው,5,2025-03-08,Commercial Bank of Ethiopia,Google Play
It is good for many aspect. If I can get transactions report with time duration(periodically),3,2025-03-07,Commercial Bank of Ethiopia,Google Play
its so excellent app,5,2025-03-07,Commercial Bank of Ethiopia,Google Play
Due to connection problem,1,2025-03-07,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-07,Commercial Bank of Ethiopia,Google Play
Best performing app,5,2025-03-07,Commercial Bank of Ethiopia,Google Play
I love it,5,2025-03-06,Commercial Bank of Ethiopia,Google Play
Best banck in Ethiopia,5,2025-03-06,Commercial Bank of Ethiopia,Google Play
Best app,5,2025-03-06,Commercial Bank of Ethiopia,Google Play
Two step verification update is fake (meaningless). Why because the app gives you an option of to use pin while requesting two step verification step. 🔐 This updated app is not differ than the previous one in case of security & safegaurding users.👹👹💀💀 The other features of the app are best and easy to use it.⭐️⭐️⭐️⭐️⭐️,1,2025-03-06,Commercial Bank of Ethiopia,Google Play
Its good,5,2025-03-05,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-05,Commercial Bank of Ethiopia,Google Play
Tashoo damisee,4,2025-03-05,Commercial Bank of Ethiopia,Google Play
Why don't install,5,2025-03-05,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-05,Commercial Bank of Ethiopia,Google Play
Ok,5,2025-03-05,Commercial Bank of Ethiopia,Google Play
I'm glad to use it.,5,2025-03-05,Commercial Bank of Ethiopia,Google Play
Very good thank you,5,2025-03-04,Commercial Bank of Ethiopia,Google Play
it's not working good,5,2025-03-04,Commercial Bank of Ethiopia,Google Play
I love it,5,2025-03-04,Commercial Bank of Ethiopia,Google Play
Best service,5,2025-03-04,Commercial Bank of Ethiopia,Google Play
Best best,5,2025-03-04,Commercial Bank of Ethiopia,Google Play
👍,5,2025-03-04,Commercial Bank of Ethiopia,Google Play
I have been a customer of the Commercial Bank of Ethiopia for many years,5,2025-03-03,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-03,Commercial Bank of Ethiopia,Google Play
"We need this app to work properly, and it looks like an outdated",2,2025-03-03,Commercial Bank of Ethiopia,Google Play
NICE APP,5,2025-03-03,Commercial Bank of Ethiopia,Google Play
አሊሳራኝ ም,5,2025-03-03,Commercial Bank of Ethiopia,Google Play
The app crashes too many times. It's a buggy app,1,2025-03-03,Commercial Bank of Ethiopia,Google Play
Best App,5,2025-03-03,Commercial Bank of Ethiopia,Google Play
good,3,2025-03-02,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-02,Commercial Bank of Ethiopia,Google Play
Good,4,2025-03-02,Commercial Bank of Ethiopia,Google Play
Thankz,5,2025-03-02,Commercial Bank of Ethiopia,Google Play
Verry good it is easy to use anything,5,2025-03-01,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-01,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-03-01,Commercial Bank of Ethiopia,Google Play
Its gopd,5,2025-03-01,Commercial Bank of Ethiopia,Google Play
system problem,4,2025-03-01,Commercial Bank of Ethiopia,Google Play
So slow with Internet,1,2025-03-01,Commercial Bank of Ethiopia,Google Play
I phone app is not working,2,2025-03-01,Commercial Bank of Ethiopia,Google Play
Sometimes it dosent work,4,2025-03-01,Commercial Bank of Ethiopia,Google Play
very good,5,2025-03-01,Commercial Bank of Ethiopia,Google Play
It's very useful Apps,5,2025-03-01,Commercial Bank of Ethiopia,Google Play
It is better app,5,2025-03-01,Commercial Bank of Ethiopia,Google Play
Good work very important,5,2025-03-01,Commercial Bank of Ethiopia,Google Play
It is exlent app it is helful,5,2025-02-28,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-02-28,Commercial Bank of Ethiopia,Google Play
Best app I like,5,2025-02-28,Commercial Bank of Ethiopia,Google Play
Best,5,2025-02-28,Commercial Bank of Ethiopia,Google Play
No work,5,2025-02-28,Commercial Bank of Ethiopia,Google Play
It don't work,1,2025-02-28,Commercial Bank of Ethiopia,Google Play
Bad security 🔓,2,2025-02-28,Commercial Bank of Ethiopia,Google Play
"It's a shame,it can't performe well,you guys can't even fix a bug, It's getting unusable, shame shame shame 😡",1,2025-02-28,Commercial Bank of Ethiopia,Google Play
Easy to Use and Effecent System.,5,2025-02-28,Commercial Bank of Ethiopia,Google Play
Great,5,2025-02-28,Commercial Bank of Ethiopia,Google Play
የሞባይል ባንኪንጋችሁ ግብይትን ቀለል ያደርጋል,5,2025-02-28,Commercial Bank of Ethiopia,Google Play
It is good but i can not install the app why? And the other one is it is better to show the earliest transactions for instanse before 30 days ago,3,2025-02-27,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-27,Commercial Bank of Ethiopia,Google Play
Sometimes it does not.work,3,2025-02-27,Commercial Bank of Ethiopia,Google Play
"I have been using the App since it is first released and it has been nice, but the latest Update are very worse the app crashes frequently and drains battery highly.",3,2025-02-27,Commercial Bank of Ethiopia,Google Play
Commercial bank and it's mobile banking is very good,5,2025-02-27,Commercial Bank of Ethiopia,Google Play
Good very good,5,2025-02-27,Commercial Bank of Ethiopia,Google Play
Friendly mobile banking application,5,2025-02-27,Commercial Bank of Ethiopia,Google Play
Vary good,5,2025-02-27,Commercial Bank of Ethiopia,Google Play
I love it,5,2025-02-27,Commercial Bank of Ethiopia,Google Play
1 star because I have to visit my bank for new installation of the app and reactivation takes about 45 to 60 minutes with there long queue and system failures. Learn from telebire app and give options to customers to apt out of this ridiculous security feature. Second why is there no customization in the settings for displaying which account I want displayed in the first section rather that slide to my main account every time. You are making us pay a monthly subscription. Bare minimum is not it,1,2025-02-26,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-02-26,Commercial Bank of Ethiopia,Google Play
Recently it is not working please check it,2,2025-02-26,Commercial Bank of Ethiopia,Google Play
Amazing,4,2025-02-26,Commercial Bank of Ethiopia,Google Play
This app😎,5,2025-02-26,Commercial Bank of Ethiopia,Google Play
It is a user friendly excellent app.,5,2025-02-26,Commercial Bank of Ethiopia,Google Play
Simple and efficient,5,2025-02-26,Commercial Bank of Ethiopia,Google Play
Goooood,5,2025-02-25,Commercial Bank of Ethiopia,Google Play
It is Better to use and Save time. I truly appreciate the Bank System.,5,2025-02-25,Commercial Bank of Ethiopia,Google Play
Good Work,5,2025-02-25,Commercial Bank of Ethiopia,Google Play
Simple and secure app,5,2025-02-25,Commercial Bank of Ethiopia,Google Play
Crashing frequently every time I try to log in.. it's so annoying,1,2025-02-25,Commercial Bank of Ethiopia,Google Play
Good,4,2025-02-25,Commercial Bank of Ethiopia,Google Play
FIX THE BUG! so frustrating,3,2025-02-25,Commercial Bank of Ethiopia,Google Play
"The app is full of bugs here and there, perhaps it's from the backend side idk. For instance the transaction history you see on top is one made a couple of months ago and you have to refresh until you reach the top. it's just so bizarre. And you can't even search for a transaction you made. Someone with a lot of transactions will find it annoying. Even simple things like localising dates to Amharic dates are now correctly implemented.",2,2025-02-25,Commercial Bank of Ethiopia,Google Play
Good experience,5,2025-02-24,Commercial Bank of Ethiopia,Google Play
My device install up updated all data access all function but can't support transaction i. e first login password works but can't conformation last transaction password,5,2025-02-24,Commercial Bank of Ethiopia,Google Play
Constantly crashing after new update,1,2025-02-24,Commercial Bank of Ethiopia,Google Play
Ani Addunyaa Eebbisaa Tolasaa ti. Magaalaa Mandii keessaa dukkaana qorichaa dhuunfaan qaba. Appilikeeshiniin kun hojii koo kana naaf saffisiisuu keessatti qooda ol’aanaa qaba. Akka ‘mobile banking’ ‘busy’ waan hin ta’u. Namoonni hundumtuu Appii kana akka fayyadaman cimseen gorsa. Galatoomaa!💪🙏❤️,5,2025-02-24,Commercial Bank of Ethiopia,Google Play
"Great UX, simple to use yet has all necessary features.",4,2025-02-24,Commercial Bank of Ethiopia,Google Play
Wow,5,2025-02-23,Commercial Bank of Ethiopia,Google Play
Nice 👍 this is app,5,2025-02-23,Commercial Bank of Ethiopia,Google Play
"Why can't we use this app with Developer Mode turned on, when other big international banks apps allow it?",1,2025-02-22,Commercial Bank of Ethiopia,Google Play
It is Good application,4,2025-02-22,Commercial Bank of Ethiopia,Google Play
Guys after the last update it's crushing a lot like alot look in to it,3,2025-02-22,Commercial Bank of Ethiopia,Google Play
The best app,5,2025-02-22,Commercial Bank of Ethiopia,Google Play
This is agood app,5,2025-02-22,Commercial Bank of Ethiopia,Google Play
It have a bug it keeps shut down when I open the app. Without any notification. Please fix the bug.,3,2025-02-22,Commercial Bank of Ethiopia,Google Play
Very best and fast money transferring app,5,2025-02-22,Commercial Bank of Ethiopia,Google Play
Why is it so hard to use this app why don't you make it simple like other apps sometimes it doesn't function right,1,2025-02-22,Commercial Bank of Ethiopia,Google Play
Sweet,5,2025-02-22,Commercial Bank of Ethiopia,Google Play
Very best app,5,2025-02-22,Commercial Bank of Ethiopia,Google Play
couldnt update the app,1,2025-02-22,Commercial Bank of Ethiopia,Google Play
ምርጥ አፕ ነው ሌላ ማለት አይቻልም ፡ግ,5,2025-02-22,Commercial Bank of Ethiopia,Google Play
"Too much commission and service charges, not fair at all this is stealing",1,2025-02-21,Commercial Bank of Ethiopia,Google Play
Very god,4,2025-02-21,Commercial Bank of Ethiopia,Google Play
Not work some tumes,5,2025-02-21,Commercial Bank of Ethiopia,Google Play
It is easy and user friendly,5,2025-02-21,Commercial Bank of Ethiopia,Google Play
When I open the app it turns off keep says (app has a bug ) the app needs update,2,2025-02-21,Commercial Bank of Ethiopia,Google Play
Solve unwanted time and the time to losses cbe office,5,2025-02-21,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-02-21,Commercial Bank of Ethiopia,Google Play
I faced a big problem with this due to Developer mode problem How can you help me pls?,5,2025-02-21,Commercial Bank of Ethiopia,Google Play
utilizes too much power & Crashes often,3,2025-02-20,Commercial Bank of Ethiopia,Google Play
Very good,5,2025-02-20,Commercial Bank of Ethiopia,Google Play
Most effective so far.,5,2025-02-20,Commercial Bank of Ethiopia,Google Play
Not working normally,1,2025-02-20,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-19,Commercial Bank of Ethiopia,Google Play
Wow,3,2025-02-19,Commercial Bank of Ethiopia,Google Play
this is the simplest bookeeping system or method. I like it .,5,2025-02-19,Commercial Bank of Ethiopia,Google Play
These days the App is Crashing immediately after Login please check,5,2025-02-19,Commercial Bank of Ethiopia,Google Play
I gave it 5🌟 BC this app deserves. Thank you for your services. Appreciated.,5,2025-02-19,Commercial Bank of Ethiopia,Google Play
fantastic and best,5,2025-02-18,Commercial Bank of Ethiopia,Google Play
"It lags before showing the transaction and you have to use the one in the sms message , why doesn't it work on the app it just says loading",1,2025-02-18,Commercial Bank of Ethiopia,Google Play
♡,5,2025-02-18,Commercial Bank of Ethiopia,Google Play
Very amazing application,5,2025-02-18,Commercial Bank of Ethiopia,Google Play
Easy and fantastic to use,5,2025-02-18,Commercial Bank of Ethiopia,Google Play
ዋውነው,3,2025-02-17,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-17,Commercial Bank of Ethiopia,Google Play
Good app,5,2025-02-17,Commercial Bank of Ethiopia,Google Play
The way its menu arranged to use is easy to use.,5,2025-02-17,Commercial Bank of Ethiopia,Google Play
Nice app,3,2025-02-17,Commercial Bank of Ethiopia,Google Play
Beya,5,2025-02-17,Commercial Bank of Ethiopia,Google Play
👍👍👍,5,2025-02-17,Commercial Bank of Ethiopia,Google Play
"Its not bad, but there are plenty of errors .",2,2025-02-17,Commercial Bank of Ethiopia,Google Play
Waw fantastic Aplication,5,2025-02-16,Commercial Bank of Ethiopia,Google Play
I am satisfied by this Ap Thank you,5,2025-02-16,Commercial Bank of Ethiopia,Google Play
Best of the best application for ever,5,2025-02-16,Commercial Bank of Ethiopia,Google Play
This app is better,5,2025-02-15,Commercial Bank of Ethiopia,Google Play
Nice app,5,2025-02-15,Commercial Bank of Ethiopia,Google Play
"It's very good in reminding the account numbers you have been used, but Need to show recipient history whenever you want to present it.or it has to have a search on options for a spesfic time you want to look for receipts with out going for account details at bank. if you lost your receipt without downloading it and need to look sometime a while you can't get in simple search on the app.",1,2025-02-15,Commercial Bank of Ethiopia,Google Play
CBE NOOR,5,2025-02-15,Commercial Bank of Ethiopia,Google Play
It is good app,5,2025-02-15,Commercial Bank of Ethiopia,Google Play
Very good,5,2025-02-15,Commercial Bank of Ethiopia,Google Play
Amazing App,5,2025-02-15,Commercial Bank of Ethiopia,Google Play
ያስቸግራል,4,2025-02-15,Commercial Bank of Ethiopia,Google Play
"It crashes a lot; it doesn't work at all sometimes. By far, it is the worst mobile banking app I have ever used.",1,2025-02-15,Commercial Bank of Ethiopia,Google Play
Very buggy!,2,2025-02-14,Commercial Bank of Ethiopia,Google Play
Good app,5,2025-02-14,Commercial Bank of Ethiopia,Google Play
WOW good,5,2025-02-14,Commercial Bank of Ethiopia,Google Play
Very good 😊,3,2025-02-14,Commercial Bank of Ethiopia,Google Play
Very sad.,5,2025-02-14,Commercial Bank of Ethiopia,Google Play
Excellent arrangements,5,2025-02-14,Commercial Bank of Ethiopia,Google Play
So good,5,2025-02-14,Commercial Bank of Ethiopia,Google Play
Great,5,2025-02-14,Commercial Bank of Ethiopia,Google Play
a good apps to save my money &withdraw my money to service,5,2025-02-13,Commercial Bank of Ethiopia,Google Play
It's easy and good,5,2025-02-13,Commercial Bank of Ethiopia,Google Play
It is best app,5,2025-02-13,Commercial Bank of Ethiopia,Google Play
አለሚቱ ምስጋነዉ,1,2025-02-13,Commercial Bank of Ethiopia,Google Play
It is not functioning most of the time,3,2025-02-13,Commercial Bank of Ethiopia,Google Play
Best!,5,2025-02-13,Commercial Bank of Ethiopia,Google Play
It sends unwanted welcome notification every time you login. There is no way that you can disable this.,3,2025-02-13,Commercial Bank of Ethiopia,Google Play
This app now not open what's problem? Please solve it,1,2025-02-13,Commercial Bank of Ethiopia,Google Play
nice thanks,5,2025-02-13,Commercial Bank of Ethiopia,Google Play
በቅርቡ ችግር ተፈጥሯል ፣ Developer Option ካልተዘጋ አይሰራም፣ Developer Option ከተዘጋ ደግሞ ስልካችን ፍጥነት ለመታዘዝ ይዘገያል ፣ ከዚህ አማራጭ ሌላ ብትጠቀሙ ባይ ነኝ :: Android ላይ,1,2025-02-12,Commercial Bank of Ethiopia,Google Play
Good,4,2025-02-12,Commercial Bank of Ethiopia,Google Play
Smart,5,2025-02-12,Commercial Bank of Ethiopia,Google Play
Ok,5,2025-02-12,Commercial Bank of Ethiopia,Google Play
Very nice i'm happy,5,2025-02-11,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-11,Commercial Bank of Ethiopia,Google Play
It used to be better in the previous. But after the recent update it keeps crashing as soon as it logs in.. it needs to be fixed.,1,2025-02-11,Commercial Bank of Ethiopia,Google Play
❤️,5,2025-02-11,Commercial Bank of Ethiopia,Google Play
Can't even load our transaction history!!,1,2025-02-11,Commercial Bank of Ethiopia,Google Play
I am happy of this app,5,2025-02-11,Commercial Bank of Ethiopia,Google Play
"Great app, but try to include an access to water bill payment for places other than Adis Ababa & try top the app not to be inactive while developer option setting in Samsung phones is activated",4,2025-02-11,Commercial Bank of Ethiopia,Google Play
CBE,1,2025-02-11,Commercial Bank of Ethiopia,Google Play
Very good app,5,2025-02-10,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-02-10,Commercial Bank of Ethiopia,Google Play
👍 good,5,2025-02-10,Commercial Bank of Ethiopia,Google Play
this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave you 3,3,2025-02-10,Commercial Bank of Ethiopia,Google Play
It is stop working !,1,2025-02-10,Commercial Bank of Ethiopia,Google Play
It's not bad 👍,2,2025-02-10,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-10,Commercial Bank of Ethiopia,Google Play
It shut down without warning,1,2025-02-10,Commercial Bank of Ethiopia,Google Play
"Best app of the bank.But,when it needs apdate,customer must be notified in my point of view.Otherwise,customers saying ""Mobile banking is not working today"" is bad moto.",5,2025-02-10,Commercial Bank of Ethiopia,Google Play
I use this app all the time on my business but sometimes it is difficult to use in rural areas. because there is not enough network. so what if you prepared it for the public to use offline?,3,2025-02-09,Commercial Bank of Ethiopia,Google Play
So good 👍 👏,5,2025-02-09,Commercial Bank of Ethiopia,Google Play
This app is very interesting and simple to use.,5,2025-02-09,Commercial Bank of Ethiopia,Google Play
"Add customer service please other than calling 951. Why would you have a mobile app but not an online text-based customer service? Why? Disappointing And I will never use the top-up feature again, I have been trying to recharge my safaricom balance but your app would say time out and then credit my account but never recharge my balance, why? Where is my money? Do you expect me to call 951 at midnight?",2,2025-02-08,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
"Smart and easy to use, i like this app",5,2025-02-08,Commercial Bank of Ethiopia,Google Play
በፊት ጥሩነበር አሁን ምኑን ነካችሁት ተበላሽቷል አይሰራም,1,2025-02-08,Commercial Bank of Ethiopia,Google Play
Ok,4,2025-02-08,Commercial Bank of Ethiopia,Google Play
Good app,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
The best app I love it,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
Is not useful,3,2025-02-08,Commercial Bank of Ethiopia,Google Play
It's ok,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
Like,3,2025-02-08,Commercial Bank of Ethiopia,Google Play
It's good,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
Thank you,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
Its good service,4,2025-02-07,Commercial Bank of Ethiopia,Google Play
Recent transactions doesn't load properly sometimes . And also when transferring to someone sometimes it says failed and but already transferred which might cause to double transfer,1,2025-02-07,Commercial Bank of Ethiopia,Google Play
nice,5,2025-02-07,Commercial Bank of Ethiopia,Google Play
"It used to work properly, but not anymore. I used to use the app from abroad; but these days, it kept saying ""unable to connect"" when I tried to check my balance and do transactions.",1,2025-02-07,Commercial Bank of Ethiopia,Google Play
Awash birr pro,1,2025-02-07,Commercial Bank of Ethiopia,Google Play
It is a very important application.,5,2025-02-07,Commercial Bank of Ethiopia,Google Play
Good,3,2025-02-07,Commercial Bank of Ethiopia,Google Play
It crashes frequently,2,2025-02-07,Commercial Bank of Ethiopia,Google Play
Good,1,2025-02-07,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-07,Commercial Bank of Ethiopia,Google Play
አፕሊኬሽኑ ብዙ ግዜ ወደኋላ ይመልሳል,3,2025-02-07,Commercial Bank of Ethiopia,Google Play
Best,5,2025-02-07,Commercial Bank of Ethiopia,Google Play
To save my time best app to me i like this app tnx cbe !!!,5,2025-02-07,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-02-06,Commercial Bank of Ethiopia,Google Play
ok,5,2025-02-06,Commercial Bank of Ethiopia,Google Play
Very nice,5,2025-02-06,Commercial Bank of Ethiopia,Google Play
